experiment,study_title,type,authors,journal
finnish-sauna,"Pool Standards, July 2014 (Amended 2017)",GUIDE,Health Commons,Guideline
finnish-sauna,Guidelines for safe recreational water environments. Volume 2: Swimming pools and similar environments,GUIDE,Health Commons,Guideline
finnish-sauna,My #1 Longevity Protocol of 2025,SRC,Health Commons,External Protocol
finnish-sauna,I think I need to be fired. I've done 232 dry sauna sessions,SRC,Health Commons,External Protocol
finnish-sauna,Deliberate Heat Exposure Protocols for Health & Performance,SRC,Health Commons,External Protocol
finnish-sauna,DON'T DIE Protocol: Sauna,SRC,Health Commons,External Protocol
finnish-sauna,How Sauna Detoxified My Body,SRC,Health Commons,Podcast
finnish-sauna,My Morning Routine (2026),SRC,Health Commons,External Protocol
finnish-sauna,I think I need to be fired. I've done 232 dry sauna sessions,SRC,Health Commons,External Protocol
finnish-sauna,Most people might miss the biggest benefit of sauna,SRC,Health Commons,External Protocol
finnish-sauna,I think I need to be fired. I've done 232 dry sauna sessions,SRC,Health Commons,External Protocol
finnish-sauna,Most people might miss the biggest benefit of sauna,SRC,Health Commons,External Protocol
hyperbaric-oxygen-therapy,Safety of hyperbaric medicine in clinical scenarios,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Effects of Oxygen Therapy on Patients with a Chronic Wound: A Systematic Review and Meta-analysis,MA,Health Commons,Review
hyperbaric-oxygen-therapy,Systematic review of the effects of topical oxygen therapy on wound healing,REV,Health Commons,Review
hyperbaric-oxygen-therapy,A European code of good practice for hyperbaric oxygen therapy - Review 2022,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,"A General Overview on the Hyperbaric Oxygen Therapy: Applications, Mechanisms and Translational Opportunities",REV,Health Commons,Review
hyperbaric-oxygen-therapy,Application of hyperbaric oxygen therapy in diabetic foot ulcers: A meta-analysis,MA,Health Commons,Review
hyperbaric-oxygen-therapy,Can Hyperbaric Oxygen Therapy Reverse Biological Aging?,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Decision Memo for Hyperbaric Oxygen Therapy (HBO) in Hypoxic Wounds and Diabetic Wounds of the Lower Extremities,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Efficacy and safety of hyperbaric oxygen therapy in the management of diabetic foot ulcers: A systematic review and meta-analysis,MA,Health Commons,Review
hyperbaric-oxygen-therapy,Exercise With Oxygen Therapy (EWOT),SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,"Hyperbaric Oxygen (HBO) Therapy (Section C, Topical Application of Oxygen) Decision Memo",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Hyperbaric Oxygen Therapy Indications,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Hyperbaric Oxygen Therapy: Exploring the Clinical Evidence,REV,Health Commons,Review
hyperbaric-oxygen-therapy,"Hyperbaric treatment for children with autism: a multicenter, randomized, double-blind, controlled trial",RCT,Health Commons,Journal Article
hyperbaric-oxygen-therapy,Just A Few Of The Amazing Benefits Of Mild Hyperbaric Wellness,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Mild Hyperbaric Oxygen Therapy | Benefits and What to Expect,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Office-based Hyperbaric Oxygen Facility Credentialing Guidelines,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Oxygen in acute and chronic wound healing,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Physician Attendance and Supervision of Hyperbaric Oxygen Therapy,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,The American College of Hyperbaric Medicine consensus statement on physician credentialing for hyperbaric oxygen therapy,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Topical oxygen wound therapies for chronic wounds: a review,REV,Health Commons,Review
hyperbaric-oxygen-therapy,"UHMS Guidelines for Credentialing, Privileging and Supervision of Hyperbaric Oxygen Therapy in the U.S.A.",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,UHMS Position Statement: Physician's Duties in Hyperbaric Medicine - 99183,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,What Are the Benefits of Exercise With Oxygen Therapy?,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Physician Attendance and Supervision of Hyperbaric Oxygen Therapy,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,A European code of good practice for hyperbaric oxygen therapy - Review 2022,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,UHMS Position Statement: Physician's Duties in Hyperbaric Medicine - 99183,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,"UHMS Guidelines for Credentialing, Privileging and Supervision of Hyperbaric Oxygen Therapy in the U.S.A.",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,"Hyperbaric Oxygen (HBO) Therapy (Section C, Topical Application of Oxygen) Decision Memo",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Can Hyperbaric Oxygen Therapy Reverse Biological Aging?,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,What Are the Benefits of Exercise With Oxygen Therapy?,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Just A Few Of The Amazing Benefits Of Mild Hyperbaric Wellness,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,"Hyperbaric treatment for children with autism: a multicenter, randomized, double-blind, controlled trial",RCT,Health Commons,Journal Article
hyperbaric-oxygen-therapy,Mild Hyperbaric Oxygen Therapy | Benefits and What to Expect,SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Exercise With Oxygen Therapy (EWOT),SRC,Health Commons,Web Page
hyperbaric-oxygen-therapy,Decision Memo for Hyperbaric Oxygen Therapy (HBO) in Hypoxic Wounds and Diabetic Wounds of the Lower Extremities,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,"Hyperbaric Oxygen (HBO) Therapy (Section C, Topical Application of Oxygen) Decision Memo",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Physician Attendance and Supervision of Hyperbaric Oxygen Therapy,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,The American College of Hyperbaric Medicine consensus statement on physician credentialing for hyperbaric oxygen therapy,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,A European code of good practice for hyperbaric oxygen therapy - Review 2022,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,UHMS Position Statement: Physician's Duties in Hyperbaric Medicine - 99183,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,"UHMS Guidelines for Credentialing, Privileging and Supervision of Hyperbaric Oxygen Therapy in the U.S.A.",GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Hyperbaric Oxygen Therapy Indications,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Office-based Hyperbaric Oxygen Facility Credentialing Guidelines,GUIDE,Health Commons,Guideline
hyperbaric-oxygen-therapy,Oxygen in acute and chronic wound healing,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Topical oxygen wound therapies for chronic wounds: a review,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Hyperbaric Oxygen Therapy: Exploring the Clinical Evidence,REV,Health Commons,Review
hyperbaric-oxygen-therapy,"A General Overview on the Hyperbaric Oxygen Therapy: Applications, Mechanisms and Translational Opportunities",REV,Health Commons,Review
hyperbaric-oxygen-therapy,Safety of hyperbaric medicine in clinical scenarios,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Effects of Oxygen Therapy on Patients with a Chronic Wound: A Systematic Review and Meta-analysis,MA,Health Commons,Review
hyperbaric-oxygen-therapy,Systematic review of the effects of topical oxygen therapy on wound healing,REV,Health Commons,Review
hyperbaric-oxygen-therapy,Efficacy and safety of hyperbaric oxygen therapy in the management of diabetic foot ulcers: A systematic review and meta-analysis,MA,Health Commons,Review
hyperbaric-oxygen-therapy,Application of hyperbaric oxygen therapy in diabetic foot ulcers: A meta-analysis,MA,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,A Review of Treatments for Iliotibial Band Syndrome in the Athletic Population,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,ACR Appropriateness Criteria® Acute Trauma to the Knee,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Adverse effects of extra-articular corticosteroid injections: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,ASB clinical biomechanics award winner 2006: prospective study of the biomechanical factors associated with iliotibial band syndrome,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Assessment of strength, flexibility, and running mechanics in men with iliotibial band syndrome",MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Bicycle Set-Up Dimensions and Cycling Kinematics: A Consensus Statement Using Delphi Methodology,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Biomechanical risk factors associated with iliotibial band syndrome in runners: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Clinical Testing for Extra-Articular Lateral Knee Pain: A Modification and Combination of Traditional Tests,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Conservative treatment of iliotibial band syndrome in runners: Are we targeting the right goals?,REV,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Corrective neuromuscular approach to the treatment of iliotibial band friction syndrome: a case report.,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Development of a Soft Tissue Knee Clinical Decision-Making Tool for Patients Presenting to Primary Point-of-Care Providers in Alberta, Canada",SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Diagnostic accuracy of the Ottawa Knee Rule in adult acute knee injuries: a systematic review and meta-analysis,MA,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Dynamic Varus and the Development of Iliotibial Band Syndrome,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,EULAR/EFORT recommendations for the diagnosis and initial management of patients with acute or recent onset swelling of the knee,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Evaluation of Acute Knee Pain in Primary Care,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Evidence based treatment options for common knee injuries in runners,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Extra-articular Mimickers of Lateral Meniscal Tears,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Hip abductor strength and lower extremity running related injury in distance runners: A systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Friction Syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome--a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome Current Evidence,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome in Cycling: A Combined Experimental-Simulation Approach for Assessing the Effect of Saddle Setback,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome in cyclists,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome in Cyclists,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome in runners: innovations in treatment,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome: an examination of the evidence behind a number of treatment options,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome: evaluation and management,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Knee Pain in Adults and Adolescents: The Initial Evaluation,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Local corticosteroid injection in iliotibial band friction syndrome in runners: a randomised controlled trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Lower extremity kinematics during running and hip abductor strength in iliotibial band syndrome: a systematic review and meta-analysis,MA,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Lower extremity mechanics of iliotibial band syndrome during an exhaustive run,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Operative Versus Nonoperative Management of Distal Iliotibial Band Syndrome-Where Do We Stand? A Systematic Review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Practical management of iliotibial band friction syndrome in runners,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Risk factors associated with a history of iliotibial band syndrome (hITBS) in distance runners: a cross-sectional study in 76 654 race entrants - a SAFER XXXIII study,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,The accuracy of the Ottawa knee rule to rule out knee fractures: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The acute swollen knee: diagnosis and management,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The biomechanical variables involved in the aetiology of iliotibial band syndrome in distance runners - A systematic review of the literature,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The influence of extrinsic factors on knee biomechanics during cycling: a systematic review of the literature,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,The management of iliotibial band syndrome with a multifaceted approach: a double case report,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Use and safety of corticosteroid injections in joints and musculoskeletal soft tissue: guidelines from the American Society of Regional Anesthesia and Pain Medicine, American Academy of Pain Medicine, American Society of Interventional Pain Physicians, International Pain and Spine Intervention Society, and North American Spine Society",GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,‘As easy as riding a bike’: a systematic review of injuries and illness in road cycling,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,A 2-Year Prospective Cohort Study of Overuse Running Injuries: The Runners and Injury Longitudinal Study (TRAILS),OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"A Comprehensive Reanalysis of the Distal Iliotibial Band: Quantitative Anatomical, Radiographic, and Biomechanical Study",MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,A literature review and clinical commentary on the development of iliotibial band syndrome in runners,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,A prospective study of iliotibial band strain in runners,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,A prospective study of running injuries: the Vancouver Sun Run ''In Training'' clinics,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,A prospective study on time to recovery in 254 injured novice runners,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,A quantitative MRI investigation of the association between iliotibial band syndrome and patellofemoral malalignment,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,A retrospective case-control analysis of 2002 running injuries,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"A retrospective international study on factors associated with injury, discomfort and pain perception among cyclists",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,ACR Appropriateness Criteria® Chronic Knee Pain,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,ACR Appropriateness Criteria® Stress (Fatigue-Insufficiency) Fracture Including Sacrum Excluding Other Vertebrae: 2024 Update,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,An anatomic investigation of the Ober test,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Anti-inflammatory and combined anti-inflammatory/analgesic medication in the early management of iliotibial band friction syndrome. A clinical trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Assessment of stretching of the iliotibial tract with Ober and modified Ober tests: an ultrasonographic study,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Associations between iliotibial band injury status and running biomechanics in women,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Basic Return to Running Guideline,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Biomechanics of iliotibial band friction syndrome in runners,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Changes in saddle setback and intensity affect comfort and lower limb kinematics in recreational cyclists,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Clinical Application of Gait Retraining in the Injured Runner,GUIDE,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"Comparative Effects of Clamshells and Frog Pump Exercises on Pain, Range of Motion and Functional Disability in Runners With ITBS",RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Comparison of phonophoresis and knee immobilization in treating iliotibial band syndrome,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Competitive female runners with a history of iliotibial band syndrome demonstrate atypical hip and knee kinematics,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Continuous relative phase variability during an exhaustive run in runners with a history of iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Corticosteroids reduce the tensile strength of isolated collagen fascicles,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Current iliotibial band syndrome alters patterns of running coordination in male and female runners, but not their levels of coordination variability",MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Cycling injuries of the lower extremity,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Cycling position optimisation–a systematic review of the impact of positional changes on biomechanical and physiological factors in cycling,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Deep transverse frictions in the treatment of iliotibial band friction syndrome in athletes: a clinical trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Deformation response of the iliotibial band-tensor fascia lata complex to clinical-grade longitudinal tension loading in-vitro,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Diagnoses and time to recovery among injured recreational runners in the RUN CLEVER trial,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Diagnosis of iliotibial band friction syndrome and ultrasound guided steroid injection,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Discomfort, pain and fatigue levels of 160 cyclists after a kinematic bike-fitting method: an experimental study",SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effect of Acute Self-Myofascial Release on Pain and Exercise Performance for Cycling Club Members with Iliotibial Band Friction Syndrome,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Effect of Bike-Fit in the Perception of Comfort, Fatigue and Pain",SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of bicycle saddle height on knee injury risk and cycling performance,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"Effects of Functional Motor Control on Pain, Flexibility, Lower Extremity Function With Iliotibial Band Syndrome",RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effects of iliotibial band syndrome on pain sensitivity and gait kinematics in female runners: A preliminary study,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of moving forward or backward on the saddle on knee joint forces during cycling,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of Posterior Oblique Sling Strengthening Exercises on Pain & Flexibility Among Runners With ITBS,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Effects of running biomechanics on the occurrence of iliotibial band syndrome in male runners during an eight-week running programme-a prospective study,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Effects of Saddle Position on Cycling: An Umbrella Review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Effects of Workloads and Cadences on Frontal Plane Knee Biomechanics in Cycling,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Etiology of iliotibial band friction syndrome in distance runners,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Etiology of knee pain in elite cyclists: A 14-month consecutive case series,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Evaluation of Treatment Factors in the Management of Chronic Iliotibial Band Syndrome in Female Runners,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Excessive progression in weekly running distance and risk of running-related injuries: an association which varies according to type of injury,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Exercise Program for ITB Syndrome,RCT,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Exertion and pain do not alter coordination variability in runners with iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Factors associated with overuse injury in cyclists: A systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Force and repetition in cycling: possible implications for iliotibial band friction syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Frontal plane running biomechanics in female runners with previous iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Gender differences in gait kinematics in runners with iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Hip abductor weakness in distance runners with iliotibial band syndrome,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Hip abductor weakness is not the cause for iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Hip muscle response to a fatiguing run in females with iliotibial band syndrome,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band (IT Band) Syndrome,GUIDE,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band (IT Band) Syndrome,GUIDE,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome in runners,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial band friction syndrome: MR imaging findings in 16 patients and MR arthrographic study of six cadaveric knees,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome in the cyclist,REV,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome Strengthening Exercises (IT Band),GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Iliotibial band syndrome: a common source of knee pain,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial Band Syndrome: Soft Tissue and Biomechanical Factors in Evaluation and Treatment,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Iliotibial tract friction syndrome in athletes,N1,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Influence of lateral pedal translation on muscle recruitment and kinematics in cyclists,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Influence of Previous Iliotibial Band Syndrome on Coordination Patterns and Coordination Variability in Female Runners,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Influence of saddle setback on knee joint forces in cycling,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Influence of saddle setback on pedalling technique effectiveness in cycling,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Is iliotibial band syndrome really a friction syndrome?,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Knee Pain,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Knee pain - assessment,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Knee pain - Lateral knee pain,GUIDE,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Knee pain (acute),GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Knee Pain and Mobility Impairments: Meniscal and Articular Cartilage Lesions Revision 2018,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Lateral Collateral Ligament Knee Injury,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"Long-Term Effects of a Kinematic Bikefitting Method on Pain, Comfort, and Fatigue: A Prospective Cohort Study",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Lower body problems and injury in cycling,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Lower extremity overuse in bicycling,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Mass General Return to Running Program,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Measurement of iliotibial band diameter in iliotibial band friction syndrome and comparison with an asymptomatic population,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Methods to determine saddle height in cycling and implications of changes in saddle height in performance and injury risk: A systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,"Multicenter comparison of two clinical decision rules for radiography in acute, high-risk knee injuries",OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Non-operative Management of Acute Knee Injuries,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Normative and critical criteria for iliotibial band and iliopsoas muscle flexibility,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Overuse injuries in professional road cyclists,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Pain and body position on the bicycle in competitive and recreational road cyclists: A retrospective study,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Patellofemoral Pain: Clinical Practice Guidelines Linked to the International Classification of Functioning, Disability and Health From the Academy of Orthopaedic Physical Therapy of the American Physical Therapy Association",GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Physical Therapy Guide to Iliotibial Band Syndrome (IT Band Syndrome),GUIDE,Health Commons,Web Page
it-band-syndrome-rehab-and-return-to-run,Potential factors associated with knee pain in cyclists: a systematic review,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Predictors of running-related injuries in novice runners enrolled in a systematic training program: a prospective cohort study,OBS,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,"Prevention, Evaluation, and Rehabilitation of Cycling-Related Injury",REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Provincial Knee Primary Care Clinical Pathway,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Quantitative analysis of the relative effectiveness of 3 iliotibial band stretches,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Radial extracorporeal shockwave therapy compared with manual therapy in runners with iliotibial band syndrome,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Rehabilitation Protocol for Iliotibial Band Syndrome,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Relationship between iliotibial band syndrome and hip neuromechanics in women runners,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Running Injury Prevention Tips & Return to Running Program,GUIDE,Health Commons,Guideline
it-band-syndrome-rehab-and-return-to-run,Running-Related Biomechanical Risk Factors for Overuse Injuries in Distance Runners: A Systematic Review Considering Injury Specificity and the Potentials for Future Research,REV,Health Commons,Review
it-band-syndrome-rehab-and-return-to-run,Shockwave Therapy Versus Dry Needling for the Management of Iliotibial Band Syndrome: A Randomized Clinical Trial,RCT,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Short-term effects of mobilization-with-movement and auto-mobilization-with-movement application in recreational runners with iliotibial band syndrome,SRC,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Sonographic evaluation of the iliotibial band at the lateral femoral epicondyle: does the iliotibial band move?,MECH,Health Commons,Journal Article
it-band-syndrome-rehab-and-return-to-run,Standard of Care: Iliotibial Band Syndrome,GUIDE,Health Commons,Guideline
