id,kind,name,slug,seed_file,seed_line,image_count,first_image_url,audit_confidence,evidence_note,all_image_urls,removal_decision,triple_check_note
EX502,exercise,Backpack Zercher Squat,backpack-zercher-squat,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,3,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e4b007a-e5b2-4f61-c68e-4f51c15a5f00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e4b007a-e5b2-4f61-c68e-4f51c15a5f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/95affdf0-5133-4107-b701-59934e421100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b542abee-e3d1-4452-dcc1-2caf79419600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/873d8a4a-437f-440f-e468-987f18e5cb00/public,remove,High-confidence visual match from audit.
EX506,exercise,Split-Stance Heel-Elevated Squat,split-stance-heel-elevated-squat,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,7,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/76f3e2be-48de-4af2-309b-47ffa0713100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/76f3e2be-48de-4af2-309b-47ffa0713100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ddbee3ce-6aea-4633-1161-d1eb96d3db00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2db67606-762c-4f6c-3315-2d7f2cc4b600/public,remove,High-confidence visual match from audit.
EX509,exercise,Step-Up to Reverse Lunge,step-up-to-reverse-lunge,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,10,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c4f3c232-ae64-4b0e-5fb8-0c265691c400/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c4f3c232-ae64-4b0e-5fb8-0c265691c400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/17b21b92-2865-4e40-a69c-d2623d0a8100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/98c79a64-52a0-4a02-ac73-8896fb8d7500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/86e73e80-0daf-4732-673f-27818c470d00/public,remove,High-confidence visual match from audit.
EX514,exercise,Doorway Assisted Squat,doorway-assisted-squat,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,15,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8c07ef4a-b871-4d52-dc88-20493334b700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8c07ef4a-b871-4d52-dc88-20493334b700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7a65d457-73fc-434e-f844-9698d86a4c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8a02812a-c86d-4773-9591-7a01f599d500/public,remove,High-confidence visual match from audit.
EX516,exercise,Mini-Band Squat Pulse,mini-band-squat-pulse,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,17,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bd0721f9-9328-46c5-a8db-600e41bd7500/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bd0721f9-9328-46c5-a8db-600e41bd7500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/74c30d89-539a-4e52-930e-59d4e40a4e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e44b421a-8f3f-46b1-3214-c40526732f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/86466e70-972a-4e73-b166-e711a776d900/public,remove,High-confidence visual match from audit.
EX521,exercise,Wall Sit Heel Lift,wall-sit-heel-lift,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,22,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f5f8da8b-81eb-4822-5e07-ca11bf4b5b00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f5f8da8b-81eb-4822-5e07-ca11bf4b5b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/96c072af-e7a5-4024-3d73-b69f7036b100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/664ede1a-16c0-4cb4-1138-5940d5ed9900/public,remove,High-confidence visual match from audit.
EX523,exercise,Wall Sit Alternating Knee Extension,wall-sit-alternating-knee-extension,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,24,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6e089007-2d19-4520-ff88-dafb14bbab00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6e089007-2d19-4520-ff88-dafb14bbab00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/369a52af-01a8-427d-800a-65d50fb46700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/72ce51f9-e8e7-457d-f6b0-a0d48d259800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a7bbf09f-6aef-48fd-25c0-8b15714f0900/public,remove,High-confidence visual match from audit.
EX529,exercise,Squat to Alternating Front Kick,squat-to-alternating-front-kick,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,30,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5b21cc29-b481-4d45-01c9-f442239abc00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5b21cc29-b481-4d45-01c9-f442239abc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/561558bb-18e0-47fd-4130-f5ce3411ff00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3cef1289-9a50-4d9f-52d2-316c5bcf2700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8e04b114-9dce-48c5-321f-2d5805af4d00/public,remove,High-confidence visual match from audit.
EX534,exercise,Half-Kneeling Step-Through,half-kneeling-step-through,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,35,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9752b8e9-c869-4d51-8c2d-3b5d218c0900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9752b8e9-c869-4d51-8c2d-3b5d218c0900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bec2fc8c-3da5-46e0-f4d5-c0e2ae2b9100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bb2180b2-b5d2-41ff-207b-1841e7271800/public,remove,High-confidence visual match from audit.
EX543,exercise,Kickstand Romanian Deadlift,kickstand-romanian-deadlift,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,44,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/90d32de2-82c3-492d-cbb6-f6e7eab3fd00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/90d32de2-82c3-492d-cbb6-f6e7eab3fd00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5b6460f2-04b6-41a5-e961-ea71b6534500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a55bb06e-59d6-4a00-d967-9bbd790b8700/public,remove,High-confidence visual match from audit.
EX545,exercise,Towel Slider Hamstring Curl,towel-slider-hamstring-curl,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,46,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1b144aac-58a3-408c-c1b2-8c8bc2c37e00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1b144aac-58a3-408c-c1b2-8c8bc2c37e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b86937ec-a0ba-475f-6f24-ef523b635700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/19a3c41f-31df-4f5b-2ccb-aa4d87466000/public,remove,High-confidence visual match from audit.
EX547,exercise,Eccentric Towel Hamstring Curl,eccentric-towel-hamstring-curl,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,48,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/60daf478-bb36-4995-91dd-122d70a87300/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/60daf478-bb36-4995-91dd-122d70a87300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d2a13ed6-b4a3-403c-b6c8-872232801200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/32792040-f0ca-4dc7-0b0c-31f27a3bfd00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/459c2a50-68dc-49b2-a900-cad5e199d000/public,remove,High-confidence visual match from audit.
EX550,exercise,Bridge with March and Hold,bridge-with-march-and-hold,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,51,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/af31eaef-2404-4e26-ca90-6d0bc8e0ca00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/af31eaef-2404-4e26-ca90-6d0bc8e0ca00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/98bc6c2d-c437-4ad5-1160-acc0d62b0e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/77a4fa44-2da1-4777-a17a-8adc9b33ab00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d36de203-7248-4e49-29d2-5b3fc88ad100/public,remove,High-confidence visual match from audit.
EX551,exercise,Elevated Bridge on Couch,elevated-bridge-on-couch,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,52,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bf5bf788-8f6f-469c-9eb7-b5a77c3f1100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bf5bf788-8f6f-469c-9eb7-b5a77c3f1100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6319f773-fe99-4149-f2ad-2e1602a4b600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/80fd7220-e78b-414e-b46c-6f324ca89100/public,remove,High-confidence visual match from audit.
EX555,exercise,Glute Bridge Ball Squeeze,glute-bridge-ball-squeeze,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,56,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1c5a2618-2411-49c6-52f4-0dabfbec5500/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1c5a2618-2411-49c6-52f4-0dabfbec5500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8ca28893-9d27-409f-535a-d7c385924f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26a9426e-6a1a-448d-071b-41a20fd8fb00/public,remove,High-confidence visual match from audit.
EX559,exercise,Side-Lying Hip Abduction Front-Back,side-lying-hip-abduction-front-back,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,60,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2f9aa05f-24c5-4b0f-b6a4-2a670178ef00/public,medium,"Likely same flat/vector family, but less visually definitive than the EX534 example; review before deletion.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2f9aa05f-24c5-4b0f-b6a4-2a670178ef00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/413a7b5c-dbea-478f-283f-ffd14e445d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d7d0be19-c9fb-4ee2-9a32-9ae0faca0700/public,remove,Triple-check full image set still matches the flat local raster/SVG family.
EX566,exercise,Standing Mini-Band Side Kick,standing-mini-band-side-kick,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,67,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/49f020fe-2478-48d5-ec0c-d9695d0eaa00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/49f020fe-2478-48d5-ec0c-d9695d0eaa00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/14c4c646-7daa-4703-8790-051b66a64500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/aedf52bc-1505-425d-ce6a-a8c5e778a900/public,remove,High-confidence visual match from audit.
EX569,exercise,Seated Banded Hip Adduction Squeeze,seated-banded-hip-adduction-squeeze,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,70,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/33620b36-6154-4afa-db7e-e5c094f85100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/33620b36-6154-4afa-db7e-e5c094f85100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/68acd2c0-e42f-45d7-fab5-1e728040c700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a98d5346-7739-4ae7-0034-82e78e126f00/public,remove,High-confidence visual match from audit.
EX576,exercise,Incline Close-Grip Push-Up,incline-close-grip-push-up,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,77,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e1574bf-d261-4f86-e391-4173cf38c200/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e1574bf-d261-4f86-e391-4173cf38c200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/275cf095-521a-49e1-8049-5bb9b3d66800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/daabdacd-19f6-443c-261f-c03f383c4700/public,remove,High-confidence visual match from audit.
EX578,exercise,Knee Diamond Push-Up,knee-diamond-push-up,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,79,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26bf654f-0059-4735-f8a9-fa3c40ca5200/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26bf654f-0059-4735-f8a9-fa3c40ca5200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/84b70101-1a97-4d09-1b0d-b9f64cc7d900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/57031a1d-4226-4f0f-06d4-c8bfba801c00/public,remove,High-confidence visual match from audit.
EX579,exercise,Knee Decline Push-Up,knee-decline-push-up,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,80,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b1ef4d26-aa75-4e87-4dea-78a8bc433000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b1ef4d26-aa75-4e87-4dea-78a8bc433000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ae1fde54-b5bf-41af-8668-1be90f700600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2e60a655-a63e-4f96-b146-4bdb51a4ca00/public,remove,High-confidence visual match from audit.
EX589,exercise,Alternating Bottle Shoulder Press,alternating-bottle-shoulder-press,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,90,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3ca0d008-ded2-46fc-4872-d241d00d3100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3ca0d008-ded2-46fc-4872-d241d00d3100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9d036475-3be8-4bee-b4fd-b2cc76daff00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e65b7a05-9744-4f99-6ee6-8ad8f5fe6d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d6f4c4f1-a7f0-4ead-69b3-6bdffccdf600/public,remove,High-confidence visual match from audit.
EX591,exercise,Split-Stance Bottle Press,split-stance-bottle-press,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,92,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/87299577-8933-410c-f90a-d38ad1882d00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/87299577-8933-410c-f90a-d38ad1882d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/3ee19391-9f7d-4227-96fd-15f28f53dc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e2253468-325b-41a7-fae7-dddde9578c00/public,remove,High-confidence visual match from audit.
EX592,exercise,Bottle Arnold Press,bottle-arnold-press,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,93,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/28c9e91e-c417-4ca2-f85d-755a122bba00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/28c9e91e-c417-4ca2-f85d-755a122bba00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/19dc8574-07dd-47b8-2da0-c1807c645000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/788466c3-ae64-4915-711b-a72765afcc00/public,remove,High-confidence visual match from audit.
EX594,exercise,Bottle Scaption Raise,bottle-scaption-raise,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,95,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6469958b-3cd6-487c-933a-ff2597db8800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6469958b-3cd6-487c-933a-ff2597db8800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/00d3acfe-3560-4db5-2f41-b7a716de1200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b44f2fbd-64c9-47d3-e1ae-8c36f89d3d00/public,remove,High-confidence visual match from audit.
EX601,exercise,Band Triceps Pressdown,band-triceps-pressdown,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,102,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a52b122e-d7b7-41cd-d2de-2294f6595000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a52b122e-d7b7-41cd-d2de-2294f6595000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/25abbff7-de6d-4c89-a6bd-22d7d4015c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cb227f9a-93d9-4b40-7999-feef4b2b5d00/public,remove,High-confidence visual match from audit.
EX603,exercise,Band High Row,band-high-row,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,104,2,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/efbc8124-b3be-40f6-726f-886ec8548900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/efbc8124-b3be-40f6-726f-886ec8548900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/19cfe989-bcfb-41ac-3e7c-c8bccb1eb100/public,remove,High-confidence visual match from audit.
EX604,exercise,Band Low Row,band-low-row,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,105,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/75c28340-2237-4c7e-b3e1-c0a2ebf79a00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/75c28340-2237-4c7e-b3e1-c0a2ebf79a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8bddae55-ebb3-4c83-226f-f6960507e000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a07ec098-a333-40c9-252e-919500338a00/public,remove,High-confidence visual match from audit.
EX605,exercise,Band One-Arm High Row,band-one-arm-high-row,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,106,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f183fdc2-b01b-4ae8-df78-035578e4ae00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f183fdc2-b01b-4ae8-df78-035578e4ae00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2e16ab1e-bffd-4128-7bc7-6030225cf800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/64f40a8c-0c9b-4c48-d711-e60aedbf1300/public,remove,High-confidence visual match from audit.
EX607,exercise,Band Lat Pullover,band-lat-pullover,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,108,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2982c3dd-c400-4989-8ff9-09ee44139e00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2982c3dd-c400-4989-8ff9-09ee44139e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/60495390-87f5-405e-258f-a7807aa3e700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9f742951-f506-4e37-553c-de562021fb00/public,remove,High-confidence visual match from audit.
EX608,exercise,Kneeling Band Lat Pulldown,kneeling-band-lat-pulldown,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,109,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/435323e1-a757-42d1-d1d4-37a7fe4ecc00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/435323e1-a757-42d1-d1d4-37a7fe4ecc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/94fee029-c78c-4a8b-12cf-a57faabe1f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/780412ad-67aa-4264-eb6d-71c203c79200/public,remove,High-confidence visual match from audit.
EX612,exercise,Band External Rotation at 90 Degrees,band-external-rotation-at-90-degrees,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,113,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d2c2af8a-e34e-4eff-48b5-cefd460fc800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d2c2af8a-e34e-4eff-48b5-cefd460fc800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5042125f-bf9d-448d-726f-171ded0a3900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/eb2c42d3-045f-4e41-3aea-0e141c882600/public,remove,High-confidence visual match from audit.
EX613,exercise,Band Internal Rotation,band-internal-rotation,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,114,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0b2628ca-fc69-4f54-c18f-6bff73e2f700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0b2628ca-fc69-4f54-c18f-6bff73e2f700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/11e7431d-d4fe-4e90-b1fc-44d9a8c56800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a19532e2-31af-434a-b11b-fe3042f17800/public,remove,High-confidence visual match from audit.
EX614,exercise,Band Shoulder Extension,band-shoulder-extension,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,115,2,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/469831a8-fc04-4be8-3438-3ed43eee7400/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/469831a8-fc04-4be8-3438-3ed43eee7400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/722e0eb8-b045-452f-32dc-07c7b980a800/public,remove,High-confidence visual match from audit.
EX616,exercise,Band W Pull-Apart,band-w-pull-apart,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,117,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6454baa1-4e52-4d4b-7fb3-34a6e775f700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6454baa1-4e52-4d4b-7fb3-34a6e775f700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e78d21aa-a20e-48d9-3b77-a066402fb000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/df0897ec-559a-4923-a472-a5d1e4292600/public,remove,High-confidence visual match from audit.
