feature_id,area,route_or_surface,user_story,expected_behavior,primary_evidence,existing_test_evidence,feature_status,test_coverage_status,inventory_notes,testing_loop_status,last_test_command,last_test_result,observed_errors,source_worker,tracker_updated
hosted-runtime-log-ingest,Hosted runtime,POST /api/internal/hosted-runtime/log,Hosted runtime writes structured diagnostic logs.,"Requires signed bounded callback, stores sanitized structured log entries, rejects forbidden raw fields, and triggers a cooldown runtime recheck after an accepted-attempt failure log without failing log write if signaling is unavailable.",apps/web/app/api/internal/hosted-runtime/log/route.ts:25; apps/web/app/api/internal/hosted-runtime/log/route.ts:33; apps/web/app/api/internal/hosted-runtime/log/route.ts:52; apps/web/src/lib/hosted-workspace/store.ts:696,apps/web/test/hosted-runtime-internal-routes.test.ts:1668; apps/web/test/hosted-runtime-internal-routes.test.ts:1998; apps/web/test/hosted-workspace-store.test.ts:1608; apps/web/test/hosted-workspace-store.test.ts:1905,inventoried,covered,Sanitization is enforced before persistence.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-runtime-status,Hosted runtime,GET /api/internal/hosted-runtime/status,Control plane reads redacted runner status for a hosted user.,"Requires a signed GET, reads workspace state, mailbox high-water and imported progress, computes mailbox lag, returns recent structured logs, and parses logLimit safely.",apps/web/app/api/internal/hosted-runtime/status/route.ts:21; apps/web/app/api/internal/hosted-runtime/status/route.ts:35; apps/web/src/lib/hosted-mailbox/lag.ts:7,apps/web/test/hosted-runtime-internal-routes.test.ts:2168; apps/web/test/hosted-runtime-internal-routes.test.ts:2252; apps/web/test/hosted-mailbox-lag.test.ts:12,inventoried,covered,Returned status is intentionally redacted.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-runtime-crypto-context,Hosted runtime crypto,POST /api/internal/hosted-runtime/crypto-context,Worker fetches hosted runtime crypto context.,"Requires signed bounded callback, active unsuspended member, provisioned workspace, then returns the worker crypto context with fetchedAt.",apps/web/app/api/internal/hosted-runtime/crypto-context/route.ts:8; apps/web/app/api/internal/hosted-runtime/crypto-context/route.ts:13; apps/web/app/api/internal/hosted-runtime/crypto-context/route.ts:27,apps/web/test/hosted-runtime-crypto-context-route.test.ts:40; apps/web/test/hosted-runtime-crypto-context-route.test.ts:72; apps/web/test/hosted-runtime-crypto-context-route.test.ts:96,inventoried,covered,Missing workspace and inactive member reject before reading roots.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-runtime-crypto-root-fetch,Hosted runtime crypto,POST /api/internal/hosted-runtime/crypto-context/root,Worker fetches a specific hosted crypto domain root envelope.,"Requires signed bounded callback, active member, provisioned workspace, valid ingress or runtime domain and non-empty rootKeyId, then returns the root envelope or a no-store 404 when unavailable.",apps/web/app/api/internal/hosted-runtime/crypto-context/root/route.ts:13; apps/web/app/api/internal/hosted-runtime/crypto-context/root/route.ts:19; apps/web/app/api/internal/hosted-runtime/crypto-context/root/route.ts:34; apps/web/app/api/internal/hosted-runtime/crypto-context/root/route.ts:64,apps/web/test/hosted-runtime-crypto-root-route.test.ts:66; apps/web/test/hosted-crypto-domain-root-store.test.ts:72,inventoried,partial,Route test covers unavailable response; happy path is mostly store-level.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-browser-vault-replica-publish,Hosted workspace,POST /api/internal/hosted-workspace/browser-vault-replica,Hosted runtime publishes a derived browser-vault replica ref.,"Requires signed bounded callback plus runtime write-fence headers, publishes latest refs without incrementing workspace version, rejects unknown request fields, and rejects stale older or malformed publishes.",apps/web/app/api/internal/hosted-workspace/browser-vault-replica/route.ts:24; apps/web/app/api/internal/hosted-workspace/browser-vault-replica/route.ts:31; apps/web/app/api/internal/hosted-workspace/browser-vault-replica/route.ts:70; apps/web/src/lib/hosted-workspace/store.ts:371,apps/web/test/hosted-runtime-internal-routes.test.ts:1525; apps/web/test/hosted-runtime-internal-routes.test.ts:1563; apps/web/test/hosted-workspace-store.test.ts:508; packages/assistant-runtime/test/hosted-browser-vault-replica.test.ts:30,inventoried,covered,Missing workspace publishes return stale-work semantics.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-workspace-checkpoint,Hosted workspace,POST /api/internal/hosted-workspace/checkpoint,Hosted runtime checkpoints workspace state.,"Requires signed bounded body, applies expected-version CAS to snapshot reason wake status and redacted status fields, requires an existing workspace, and best-effort signals runtime recheck for future wakes.",apps/web/app/api/internal/hosted-workspace/checkpoint/route.ts:16; apps/web/app/api/internal/hosted-workspace/checkpoint/route.ts:23; apps/web/app/api/internal/hosted-workspace/checkpoint/route.ts:37; apps/web/src/lib/hosted-workspace/store.ts:283,apps/web/test/hosted-runtime-internal-routes.test.ts:1277; apps/web/test/hosted-runtime-internal-routes.test.ts:1374; apps/web/test/hosted-workspace-store.test.ts:57; apps/web/test/hosted-workspace-store.test.ts:196,inventoried,covered,Older runner payloads without browser-vault refs are accepted.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
hosted-workspace-read,Hosted workspace,GET /api/internal/hosted-workspace,Hosted runtime reads current workspace checkpoint metadata.,"Requires signed zero-body GET and active access, then returns workspace snapshot refs version wake fields and browser-vault replica metadata, or null workspace.",apps/web/app/api/internal/hosted-workspace/route.ts:21; apps/web/app/api/internal/hosted-workspace/route.ts:27; apps/web/src/lib/hosted-workspace/store.ts:269,apps/web/test/hosted-runtime-internal-routes.test.ts:1277; apps/web/test/hosted-runtime-internal-routes.test.ts:1473; apps/web/test/hosted-workspace-store.test.ts:30,inventoried,covered,Access check rejects inactive users before state read.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
identity-resolution-conflict-guard,identity/auth,hosted onboarding identity services,"As a hosted auth user, my verified identity is attached only to the correct member.","Identity service resolves or creates members by auth attempt, locks rows, checks expected phone/email, rejects suspension or Privy mismatch, and maps unique conflicts.",apps/web/src/lib/hosted-onboarding/member-identity-service.ts:318; apps/web/src/lib/hosted-onboarding/member-identity-service.ts:382; apps/web/src/lib/hosted-onboarding/privy-auth-method.ts:5,apps/web/test/hosted-onboarding-privy-service.test.ts:207; apps/web/test/hosted-onboarding-privy-service.test.ts:1407,inventoried,covered,Phone identity persists only for phone auth or expected-phone invite flows.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
internal-health-check,internal-health,GET /api/internal/health,"As infrastructure, I can verify the hosted web process is alive.",Returns 200 no-store JSON payload with ok true and service hosted-web.,apps/web/app/api/internal/health/route.ts:1,apps/web/test/internal-health-route.test.ts:12,inventoried,covered,Lightweight liveness endpoint.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/foods-lib.test.ts apps/web/test/foods-route.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-execution-computer-use.test.ts apps/web/test/internal-health-route.test.ts apps/web/test/product-label-runtime-env.test.ts apps/web/test/product-labels-pool.test.ts apps/web/test/supplements-lib.test.ts apps/web/test/supplements-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,08-computer-data-internal,2026-06-21
checkout-success-cancel-pages,join page,/join/[inviteCode]/success and /cancel,"As a user returning from checkout, I either finish setup and reach home or return to the invite after cancel.","Success page decodes invite/session params, loads initial status, reconciles returned checkout session, polls pending setup, redirects matched active sessions home, and offers delayed support; cancel page links back to the invite.",apps/web/app/join/[inviteCode]/success/page.tsx:17; apps/web/src/components/hosted-onboarding/join-invite-success-client.tsx:37; apps/web/app/join/[inviteCode]/cancel/page.tsx:13,apps/web/test/join-page.test.ts:425; apps/web/test/join-invite-success-client.test.ts:59,inventoried,covered,Success support draft includes invite/stage context and omits checkout session id.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
join-checkout-plan-offer,join page,/join/[inviteCode] checkout stage,"As a verified invite user, I can review the available Pulse plan or trial offer before checkout.","Checkout stage renders plan, pricing, and trial details from invite capabilities after consent and messaging prerequisites are satisfied.",apps/web/src/components/hosted-onboarding/join-invite-stage-server.tsx:124; apps/web/src/components/hosted-onboarding/join-invite-stage-server.tsx:259,apps/web/test/join-invite-page-view.test.ts:210; apps/web/test/join-invite-page-view.test.ts:237,inventoried,covered,Billing mutation routes are outside this worker scope.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
join-invite-page-model,join page,/join/[inviteCode],"As an invite visitor, I see current invite state derived from my invite code and session.","Server decodes the code, reads hosted app and fresh Privy auth state, gets invite status, resolves launch consent, and passes a sanitized model to the view.",apps/web/app/join/[inviteCode]/page.tsx:15; apps/web/src/components/hosted-onboarding/join-invite-page-model.ts:49,apps/web/test/join-page.test.ts:209,inventoried,covered,Privy-only sessions do not gate invite access without an app session.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
join-invite-stage-rendering,join page,JoinInvitePageView and JoinInviteStageServer,"As an invite visitor, I see the correct UI for verify, checkout, activating, active, blocked, expired, or invalid states.","The view resolves shell/title/subtitle and the stage server renders auth, consent, checkout, messaging setup, active, and blocked panels from status.",apps/web/src/components/hosted-onboarding/join-invite-page-view.tsx:18; apps/web/src/components/hosted-onboarding/join-invite-stage-server.tsx:69,apps/web/test/join-invite-page-view.test.ts:80,inventoried,covered,"Stage copy is covered across phone, email, checkout, active, and blocked states.",passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
join-privy-shell,join page,/join/[inviteCode] layout,"As an invite visitor, I can load the join page with hosted Privy auth resources available.",Join layout injects hosted Privy resource hints and wraps page children in the hosted Privy boundary.,apps/web/app/join/layout.tsx:3,apps/web/test/join-page.test.ts:189,inventoried,covered,Static inventory only; no files edited.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
messaging-setup-before-checkout,join page,JoinMessagingSetupIsland,"As an authenticated checkout-stage invite user, I must link phone or Telegram before checkout if messaging is not ready.",Stage server renders messaging setup before checkout when required; island exposes phone link and Telegram connect actions and refreshes on sync.,apps/web/src/components/hosted-onboarding/join-invite-stage-server.tsx:117; apps/web/src/components/hosted-onboarding/join-invite-stage-server.tsx:242; apps/web/src/components/hosted-onboarding/join-invite-islands.tsx:199,apps/web/test/join-invite-page-view.test.ts:270; apps/web/test/join-invite-islands.test.ts:546,inventoried,covered,Checkout start precondition also enforces messaging readiness.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
invite-status-polling-refresh,join page client,JoinInviteStatusRefresh,"As an invite visitor on pending states, the page updates automatically when status changes.","Client polls status only when eligible, ignores stale payloads, refreshes the route on changed fingerprints, and shows retryable errors.",apps/web/src/components/hosted-onboarding/join-invite-islands.tsx:39,apps/web/test/join-invite-islands.test.ts:421,inventoried,covered,Disabled for preview and legal-gated states.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/auth-dialog-provider.test.tsx apps/web/test/homepage-email-auth-button.test.tsx apps/web/test/homepage-privy-auth.test.ts apps/web/test/hosted-app-session-production-cookie.test.ts apps/web/test/hosted-app-session.test.ts apps/web/test/hosted-auth-panel.test.ts apps/web/test/hosted-onboarding-invite-send-code.test.ts apps/web/test/hosted-onboarding-invite-status-route.test.ts apps/web/test/hosted-onboarding-privy-complete-route.test.ts apps/web/test/hosted-onboarding-privy-invite-status.test.ts apps/web/test/hosted-onboarding-privy-service.test.ts apps/web/test/hosted-onboarding-session-logout-route.test.ts apps/web/test/hosted-phone-auth-support.test.ts apps/web/test/hosted-phone-auth.test.ts apps/web/test/hosted-phone-country-code-boundary.test.ts apps/web/test/hosted-phone-country-hint.test.ts apps/web/test/join-invite-islands.test.ts apps/web/test/join-invite-page-view.test.ts apps/web/test/join-invite-success-client.test.ts apps/web/test/join-page.test.ts apps/web/test/lp-auth-controls.test.tsx apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,05-onboarding-identity,2026-06-21
